id,city,basin,riverName,siteName,date,RPI,WT,PH,EC,NH3N,Ch,Temperature,SS,DO,COD,DOS,BOD,CG
142,宜蘭縣,蘭陽溪流域,蘭陽溪,噶瑪蘭橋(原為興蘭大橋),2015/04/08,3.3,18.5,8.3000000000000007,534,0.06,8.4,17.2,147,8.6999999999999993,6.1,92.9,<1.0,1600
143,宜蘭縣,蘭陽溪流域,蘭陽溪,崙埤橋(原為崙碑),2015/04/08,1,18.100000000000001,7.7,58,0.01,-,19.8,2.2999999999999998,9.5,4,101.2,<1.0,4700
144,宜蘭縣,蘭陽溪流域,蘭陽溪,牛鬥橋,2015/04/08,3.3,18,8.4,591,0.01,-,18.7,165,9,5.6,97.2,<1.0,900
145,宜蘭縣,蘭陽溪流域,蘭陽溪,葫蘆堵大橋(原為上深溝),2015/04/08,3.3,19.100000000000001,8.3000000000000007,538,0.03,-,17.7,378,9.3000000000000007,12.1,98.8,<1.0,1200
146,宜蘭縣,蘭陽溪流域,蘭陽溪,蘭陽大橋,2015/04/08,3.3,18.399999999999999,8.3000000000000007,522,0.03,-,19.399999999999999,282,9.1999999999999993,9.1,97.8,<1.0,1500
147,桃園市,南崁溪流域,南崁溪,南崁溪橋,2015/04/02,4.5,29.7,7.6,1410,7.33,-,30.2,5.3,7.1,32.6,93.9,10.8,48000
148,桃園市,南崁溪流域,南崁溪,大埔橋,2015/04/02,5.5,26.1,7.5,2920,13.9,-,26,10.4,7.9,66.599999999999994,97.4,32,59000
149,桃園市,南崁溪流域,南崁溪,大檜溪橋,2015/04/02,6.8,28.7,7.4,1480,9.5,-,29,11.2,4.3,53.2,55.9,25.1,3100000
150,桃園市,南崁溪流域,南崁溪,竹圍大橋,2015/04/02,5,29.9,7.2,1390,5.98,-,28.3,17.899999999999999,5.8,33.6,76.099999999999994,8.8000000000000007,37000
151,桃園市,南崁溪流域,南崁溪,舊路大橋,2015/04/02,4.5,27.7,7.6,2930,16.8,-,31,10.5,7.7,24.6,99.7,5.6,76000
152,桃園市,南崁溪流域,南崁溪,龜山橋,2015/04/02,5,27,8,1960,7.32,-,31.4,22.1,7.1,32.6,89.6,13.7,63000
153,桃園市,南崁溪流域,茄苳溪(桃),宏太橋,2015/04/02,5,27.8,7.5,794,8.25,-,28.9,8.9,6.2,19.100000000000001,79.7,8.6,79000
154,桃園市,南崁溪流域,茄苳溪(桃),星見橋,2015/04/02,5,27.3,7.5,670,10.5,-,29.1,5.8,6,25.1,75.599999999999994,11.7,87000
155,桃園市,南崁溪流域,茄苳溪(桃),茄苳溪橋,2015/04/02,4.5,29.8,7.5,744,6.33,-,29,3.2,8.9,27.2,118.3,8.4,14000
156,桃園市,淡水河流域,大漢溪,大溪橋,2015/04/09,1,18.100000000000001,8.3000000000000007,291,0.05,-,19,18.2,9.6999999999999993,9.5,103.4,<1.0,2400
157,桃園市,淡水河流域,大漢溪,後池堰,2015/04/09,1.5,17.7,8.1999999999999993,273,<0.01,-,18.3,22.1,9.6999999999999993,8,102.9,<1.0,1100
158,桃園市,社子溪流域,社子溪,月眉橋,2015/04/02,4.5,22.9,7.7,701,5.44,-,25.2,4.2,7.3,29.6,85.7,6.4,160000
159,桃園市,社子溪流域,社子溪,永寧一號橋,2015/04/02,1,21.8,7.4,277,0.03,-,24.6,1.6,7.9,13.3,90.9,2.6,240000
160,桃園市,社子溪流域,社子溪,社子橋,2015/04/02,1.5,25.6,7.7,653,0.27,-,27,11.5,8.3000000000000007,14.6,102.5,4.4000000000000004,32000
161,桃園市,社子溪流域,社子溪,笨子港橋,2015/04/02,3.5,30,8.3000000000000007,834,1.7,-,30.4,5.8,7.9,27.4,105.1,8.4,8700
